0 [main] INFO WebdriverTest  - fin del setup de los logs
161795 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-46 >> "Host: 127.0.0.1:7055[\r][\n]"
161795 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-46 >> "Connection: Keep-Alive[\r][\n]"
161796 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-46 >> "User-Agent: Apache-HttpClient/4.3.5 (java 1.5)[\r][\n]"
161796 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-46 >> "Accept-Encoding: gzip,deflate[\r][\n]"
161796 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-46 >> "[\r][\n]"
161796 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-46 >> "{"using":"xpath","value":"//section[@id\u003d\u0027content\u0027]/div/div[2]/div/div/section/div"}"
161807 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-46 << "HTTP/1.1 200 OK[\r][\n]"
161807 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-46 << "content-type: application/json; charset=UTF-8[\r][\n]"
161807 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-46 << "connection: close[\r][\n]"
161807 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-46 << "content-length: 145[\r][\n]"
161807 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-46 << "server: httpd.js[\r][\n]"
161807 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-46 << "date: Tue, 03 Feb 2015 20:39:51 GMT[\r][\n]"
161807 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-46 << "[\r][\n]"
161807 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-46 << HTTP/1.1 200 OK
161807 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-46 << content-type: application/json; charset=UTF-8
161807 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-46 << connection: close
161807 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-46 << content-length: 145
161807 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-46 << server: httpd.js
161807 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-46 << date: Tue, 03 Feb 2015 20:39:51 GMT
161808 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-46 << "{"name":"findElement","sessionId":"faf241c7-3186-4e33-8ff8-c8ec0684c719","status":0,"value":{"ELEMENT":"{b972e5e2-c9d7-4caa-b3e0-a187249d72ed}"}}"
161808 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-46: Shutdown connection
161808 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
161808 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-46: Close connection
161808 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 46][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
161809 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: best-match
161809 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
161810 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
161810 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 47][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
161810 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Opening connection {}->http://127.0.0.1:7055
161810 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connecting to /127.0.0.1:7055
161810 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connection established 127.0.0.1:62562<->127.0.0.1:7055
161810 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request GET /hub/session/faf241c7-3186-4e33-8ff8-c8ec0684c719/element/%7Bb972e5e2-c9d7-4caa-b3e0-a187249d72ed%7D/text HTTP/1.1
161810 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
161810 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
161810 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-47 >> GET /hub/session/faf241c7-3186-4e33-8ff8-c8ec0684c719/element/%7Bb972e5e2-c9d7-4caa-b3e0-a187249d72ed%7D/text HTTP/1.1
161810 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-47 >> Cache-Control: no-cache
161810 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-47 >> Host: 127.0.0.1:7055
161810 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-47 >> Connection: Keep-Alive
161810 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-47 >> User-Agent: Apache-HttpClient/4.3.5 (java 1.5)
161810 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-47 >> Accept-Encoding: gzip,deflate
161811 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 >> "GET /hub/session/faf241c7-3186-4e33-8ff8-c8ec0684c719/element/%7Bb972e5e2-c9d7-4caa-b3e0-a187249d72ed%7D/text HTTP/1.1[\r][\n]"
161811 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 >> "Cache-Control: no-cache[\r][\n]"
161811 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 >> "Host: 127.0.0.1:7055[\r][\n]"
161811 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 >> "Connection: Keep-Alive[\r][\n]"
161811 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 >> "User-Agent: Apache-HttpClient/4.3.5 (java 1.5)[\r][\n]"
161811 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 >> "Accept-Encoding: gzip,deflate[\r][\n]"
161811 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 >> "[\r][\n]"
161842 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 << "HTTP/1.1 200 OK[\r][\n]"
161843 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 << "content-type: application/json; charset=UTF-8[\r][\n]"
161843 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 << "connection: close[\r][\n]"
161843 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 << "content-length: 138[\r][\n]"
161843 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 << "server: httpd.js[\r][\n]"
161843 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 << "date: Tue, 03 Feb 2015 20:39:51 GMT[\r][\n]"
161843 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 << "[\r][\n]"
161843 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-47 << HTTP/1.1 200 OK
161843 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-47 << content-type: application/json; charset=UTF-8
161843 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-47 << connection: close
161843 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-47 << content-length: 138
161843 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-47 << server: httpd.js
161843 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-47 << date: Tue, 03 Feb 2015 20:39:51 GMT
161843 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-47 << "{"name":"getElementText","sessionId":"faf241c7-3186-4e33-8ff8-c8ec0684c719","status":0,"value":"[0xc3][0x97]\nClose\nInvalid username or password."}"
161843 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-47: Shutdown connection
161844 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
161844 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-47: Close connection
161844 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 47][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
161845 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: best-match
161845 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
161845 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
161845 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 48][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
161845 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Opening connection {}->http://127.0.0.1:7055
161845 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connecting to /127.0.0.1:7055
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connection established 127.0.0.1:62563<->127.0.0.1:7055
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /hub/session/faf241c7-3186-4e33-8ff8-c8ec0684c719/element HTTP/1.1
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-48 >> POST /hub/session/faf241c7-3186-4e33-8ff8-c8ec0684c719/element HTTP/1.1
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-48 >> Content-Type: application/json; charset=utf-8
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-48 >> Content-Length: 98
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-48 >> Host: 127.0.0.1:7055
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-48 >> Connection: Keep-Alive
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-48 >> User-Agent: Apache-HttpClient/4.3.5 (java 1.5)
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-48 >> Accept-Encoding: gzip,deflate
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 >> "POST /hub/session/faf241c7-3186-4e33-8ff8-c8ec0684c719/element HTTP/1.1[\r][\n]"
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 >> "Content-Length: 98[\r][\n]"
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 >> "Host: 127.0.0.1:7055[\r][\n]"
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 >> "Connection: Keep-Alive[\r][\n]"
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 >> "User-Agent: Apache-HttpClient/4.3.5 (java 1.5)[\r][\n]"
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 >> "Accept-Encoding: gzip,deflate[\r][\n]"
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 >> "[\r][\n]"
161846 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 >> "{"using":"xpath","value":"//section[@id\u003d\u0027content\u0027]/div/div[2]/div/div/section/div"}"
161857 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 << "HTTP/1.1 200 OK[\r][\n]"
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 << "content-type: application/json; charset=UTF-8[\r][\n]"
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 << "connection: close[\r][\n]"
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 << "content-length: 145[\r][\n]"
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 << "server: httpd.js[\r][\n]"
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 << "date: Tue, 03 Feb 2015 20:39:52 GMT[\r][\n]"
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 << "[\r][\n]"
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-48 << HTTP/1.1 200 OK
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-48 << content-type: application/json; charset=UTF-8
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-48 << connection: close
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-48 << content-length: 145
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-48 << server: httpd.js
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-48 << date: Tue, 03 Feb 2015 20:39:52 GMT
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-48 << "{"name":"findElement","sessionId":"faf241c7-3186-4e33-8ff8-c8ec0684c719","status":0,"value":{"ELEMENT":"{b972e5e2-c9d7-4caa-b3e0-a187249d72ed}"}}"
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-48: Shutdown connection
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-48: Close connection
161858 [Forwarding findElement on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 48][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
161859 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: best-match
161860 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
161860 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
161860 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 49][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
161860 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Opening connection {}->http://127.0.0.1:7055
161860 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connecting to /127.0.0.1:7055
161860 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connection established 127.0.0.1:62564<->127.0.0.1:7055
161861 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request GET /hub/session/faf241c7-3186-4e33-8ff8-c8ec0684c719/element/%7Bb972e5e2-c9d7-4caa-b3e0-a187249d72ed%7D/text HTTP/1.1
161861 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
161861 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
161861 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-49 >> GET /hub/session/faf241c7-3186-4e33-8ff8-c8ec0684c719/element/%7Bb972e5e2-c9d7-4caa-b3e0-a187249d72ed%7D/text HTTP/1.1
161861 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-49 >> Cache-Control: no-cache
161861 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-49 >> Host: 127.0.0.1:7055
161861 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-49 >> Connection: Keep-Alive
161861 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-49 >> User-Agent: Apache-HttpClient/4.3.5 (java 1.5)
161861 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-49 >> Accept-Encoding: gzip,deflate
161861 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 >> "GET /hub/session/faf241c7-3186-4e33-8ff8-c8ec0684c719/element/%7Bb972e5e2-c9d7-4caa-b3e0-a187249d72ed%7D/text HTTP/1.1[\r][\n]"
161861 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 >> "Cache-Control: no-cache[\r][\n]"
161861 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 >> "Host: 127.0.0.1:7055[\r][\n]"
161861 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 >> "Connection: Keep-Alive[\r][\n]"
161861 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 >> "User-Agent: Apache-HttpClient/4.3.5 (java 1.5)[\r][\n]"
161862 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 >> "Accept-Encoding: gzip,deflate[\r][\n]"
161862 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 >> "[\r][\n]"
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 << "HTTP/1.1 200 OK[\r][\n]"
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 << "content-type: application/json; charset=UTF-8[\r][\n]"
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 << "connection: close[\r][\n]"
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 << "content-length: 138[\r][\n]"
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 << "server: httpd.js[\r][\n]"
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 << "date: Tue, 03 Feb 2015 20:39:52 GMT[\r][\n]"
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 << "[\r][\n]"
