0 [main] INFO WebdriverTest  - fin del setup de los logs
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-49 << HTTP/1.1 200 OK
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-49 << content-type: application/json; charset=UTF-8
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-49 << connection: close
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-49 << content-length: 138
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-49 << server: httpd.js
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.headers  - http-outgoing-49 << date: Tue, 03 Feb 2015 20:39:52 GMT
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.wire  - http-outgoing-49 << "{"name":"getElementText","sessionId":"faf241c7-3186-4e33-8ff8-c8ec0684c719","status":0,"value":"[0xc3][0x97]\nClose\nInvalid username or password."}"
161890 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-49: Shutdown connection
161891 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
161891 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-49: Close connection
161891 [Forwarding getElementText on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 49][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
161891 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: best-match
161891 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
161891 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
161892 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 50][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
161892 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Opening connection {}->http://127.0.0.1:7055
161892 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connecting to /127.0.0.1:7055
161892 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-50: Shutdown connection
161892 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
161892 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-50: Close connection
161892 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 50][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
161893 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] INFO org.apache.http.impl.execchain.RetryExec  - I/O exception (java.net.SocketException) caught when processing request to {}->http://127.0.0.1:7055: Permission denied: connect
161894 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.RetryExec  - Permission denied: connect
java.net.SocketException: Permission denied: connect
	at java.net.DualStackPlainSocketImpl.connect0(Native Method)
	at java.net.DualStackPlainSocketImpl.socketConnect(DualStackPlainSocketImpl.java:83)
	at java.net.AbstractPlainSocketImpl.doConnect(AbstractPlainSocketImpl.java:345)
	at java.net.AbstractPlainSocketImpl.connectToAddress(AbstractPlainSocketImpl.java:206)
	at java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:188)
	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:172)
	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392)
	at java.net.Socket.connect(Socket.java:589)
	at org.apache.http.conn.socket.PlainConnectionSocketFactory.connectSocket(PlainConnectionSocketFactory.java:72)
	at org.apache.http.impl.conn.HttpClientConnectionOperator.connect(HttpClientConnectionOperator.java:123)
	at org.apache.http.impl.conn.PoolingHttpClientConnectionManager.connect(PoolingHttpClientConnectionManager.java:318)
	at org.apache.http.impl.execchain.MainClientExec.establishRoute(MainClientExec.java:363)
	at org.apache.http.impl.execchain.MainClientExec.execute(MainClientExec.java:219)
	at org.apache.http.impl.execchain.ProtocolExec.execute(ProtocolExec.java:195)
	at org.apache.http.impl.execchain.RetryExec.execute(RetryExec.java:86)
	at org.apache.http.impl.execchain.RedirectExec.execute(RedirectExec.java:108)
	at org.apache.http.impl.client.InternalHttpClient.doExecute(InternalHttpClient.java:184)
	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:72)
	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:57)
	at org.openqa.selenium.remote.HttpCommandExecutor.fallBackExecute(HttpCommandExecutor.java:215)
	at org.openqa.selenium.remote.HttpCommandExecutor.execute(HttpCommandExecutor.java:184)
	at org.openqa.selenium.firefox.internal.NewProfileExtensionConnection.execute(NewProfileExtensionConnection.java:165)
	at org.openqa.selenium.firefox.FirefoxDriver$LazyCommandExecutor.execute(FirefoxDriver.java:362)
	at org.openqa.selenium.remote.RemoteWebDriver.execute(RemoteWebDriver.java:572)
	at org.openqa.selenium.remote.RemoteWebDriver.execute(RemoteWebDriver.java:614)
	at org.openqa.selenium.remote.RemoteWebDriver.quit(RemoteWebDriver.java:468)
	at selenium_maven_eclipse.Flowbanc.tearDown(Flowbanc.java:343)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:483)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:45)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:15)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:42)
	at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:36)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:263)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:68)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:47)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:231)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:60)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:50)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:222)
	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:28)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:300)
	at org.eclipse.jdt.internal.junit4.runner.JUnit4TestReference.run(JUnit4TestReference.java:50)
	at org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:467)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:683)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:390)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:197)
161896 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] INFO org.apache.http.impl.execchain.RetryExec  - Retrying request to {}->http://127.0.0.1:7055
161896 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: best-match
161896 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
161896 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
161896 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 51][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
161896 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Opening connection {}->http://127.0.0.1:7055
161896 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connecting to /127.0.0.1:7055
161897 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-51: Shutdown connection
161897 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
161897 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-51: Close connection
161897 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 51][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
161897 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] INFO org.apache.http.impl.execchain.RetryExec  - I/O exception (java.net.SocketException) caught when processing request to {}->http://127.0.0.1:7055: Permission denied: connect
161897 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.RetryExec  - Permission denied: connect
java.net.SocketException: Permission denied: connect
	at java.net.DualStackPlainSocketImpl.connect0(Native Method)
	at java.net.DualStackPlainSocketImpl.socketConnect(DualStackPlainSocketImpl.java:83)
	at java.net.AbstractPlainSocketImpl.doConnect(AbstractPlainSocketImpl.java:345)
	at java.net.AbstractPlainSocketImpl.connectToAddress(AbstractPlainSocketImpl.java:206)
	at java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:188)
	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:172)
	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392)
	at java.net.Socket.connect(Socket.java:589)
	at org.apache.http.conn.socket.PlainConnectionSocketFactory.connectSocket(PlainConnectionSocketFactory.java:72)
	at org.apache.http.impl.conn.HttpClientConnectionOperator.connect(HttpClientConnectionOperator.java:123)
	at org.apache.http.impl.conn.PoolingHttpClientConnectionManager.connect(PoolingHttpClientConnectionManager.java:318)
	at org.apache.http.impl.execchain.MainClientExec.establishRoute(MainClientExec.java:363)
	at org.apache.http.impl.execchain.MainClientExec.execute(MainClientExec.java:219)
	at org.apache.http.impl.execchain.ProtocolExec.execute(ProtocolExec.java:195)
	at org.apache.http.impl.execchain.RetryExec.execute(RetryExec.java:86)
	at org.apache.http.impl.execchain.RedirectExec.execute(RedirectExec.java:108)
	at org.apache.http.impl.client.InternalHttpClient.doExecute(InternalHttpClient.java:184)
	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:72)
	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:57)
	at org.openqa.selenium.remote.HttpCommandExecutor.fallBackExecute(HttpCommandExecutor.java:215)
	at org.openqa.selenium.remote.HttpCommandExecutor.execute(HttpCommandExecutor.java:184)
	at org.openqa.selenium.firefox.internal.NewProfileExtensionConnection.execute(NewProfileExtensionConnection.java:165)
	at org.openqa.selenium.firefox.FirefoxDriver$LazyCommandExecutor.execute(FirefoxDriver.java:362)
	at org.openqa.selenium.remote.RemoteWebDriver.execute(RemoteWebDriver.java:572)
	at org.openqa.selenium.remote.RemoteWebDriver.execute(RemoteWebDriver.java:614)
	at org.openqa.selenium.remote.RemoteWebDriver.quit(RemoteWebDriver.java:468)
	at selenium_maven_eclipse.Flowbanc.tearDown(Flowbanc.java:343)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:483)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:45)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:15)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:42)
	at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:36)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:263)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:68)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:47)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:231)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:60)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:50)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:222)
	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:28)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:300)
	at org.eclipse.jdt.internal.junit4.runner.JUnit4TestReference.run(JUnit4TestReference.java:50)
	at org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:467)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:683)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:390)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:197)
161897 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] INFO org.apache.http.impl.execchain.RetryExec  - Retrying request to {}->http://127.0.0.1:7055
161897 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: best-match
161898 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
161898 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
161898 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 52][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
161898 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Opening connection {}->http://127.0.0.1:7055
161898 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connecting to /127.0.0.1:7055
161898 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-52: Shutdown connection
161898 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
161898 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-52: Close connection
161898 [Forwarding quit on session faf241c7-3186-4e33-8ff8-c8ec0684c719 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 52][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
